R_fighter,B_fighter,TOTAL_KD,TOTAL_SIG_STR_LAND,TOTAL_SIG_STR_ATT,TOTAL_SIG_STR_ACC,TOTAL_TD_LAND,TOTAL_TD_ATT,TOTAL_TD_ACC,TOTAL_SUB_ATT,TOTAL_HEAD_STR_LAND,TOTAL_HEAD_STR_ATT,TOTAL_HEAD_STR_ACC,TOTAL_BODY_STR_LAND,TOTAL_BODY_STR_ATT,TOTAL_BODY_STR_ACC,TOTAL_LEG_STR_LAND,TOTAL_LEG_STR_ATT,TOTAL_LEG_STR_ACC,TOTAL_DISTANCE_STR_LAND,TOTAL_DISTANCE_STR_ATT,TOTAL_DISTANCE_STR_ACC,TOTAL_CLINCH_STR_LAND,TOTAL_CLINCH_STR_ATT,TOTAL_CLINCH_STR_ACC,TOTAL_GROUND_STR_LAND,TOTAL_GROUND_STR_ATT,TOTAL_GROUND_STR_ACC,Referee,year,location,Fight_type,Winner
Sam Alvey,Klidson Abreu,0,64,166,0.385542169,1,4,0.25,0,29,113,0.256637168,9,25,0.36,26,28,0.928571429,56,154,0.363636364,5,8,0.625,3,4,0.75,Jacob Montalvo,2019,"San Antonio, Texas, USA",Light Heavyweight Bout,Klidson Abreu
Domingo Pilarte,Felipe Colares,0,34,63,0.53968254,4,13,0.307692308,1,20,43,0.465116279,10,15,0.666666667,4,5,0.8,14,28,0.5,13,21,0.619047619,7,14,0.5,Frank Collazo,2019,"San Antonio, Texas, USA",Bantamweight Bout,Felipe Colares
Ray Borg,Gabriel Silva,0,23,39,0.58974359,7,15,0.466666667,1,19,34,0.558823529,2,3,0.666666667,2,2,1,10,22,0.454545455,6,8,0.75,7,9,0.777777778,Dan Miragliotta,2019,"San Antonio, Texas, USA",Bantamweight Bout,Ray Borg
Mario Bautista,Jin Soo Son,0,224,448,0.5,2,7,0.285714286,0,166,370,0.448648649,41,58,0.706896552,17,20,0.85,182,402,0.452736318,42,46,0.913043478,0,0,#DIV/0!,Kerry Hatley,2019,"San Antonio, Texas, USA",Bantamweight Bout,Mario Bautista
Andre Fili,Sheymon Moraes,1,30,77,0.38961039,0,0,#DIV/0!,0,18,61,0.295081967,5,9,0.555555556,7,7,1,26,72,0.361111111,0,0,#DIV/0!,4,5,0.8,Jason Herzog,2019,"Sacramento, California, USA",Featherweight Bout,Andre Fili
Marvin Vettori,Cezar Ferreira,0,117,236,0.495762712,2,9,0.222222222,0,86,191,0.45026178,14,22,0.636363636,17,23,0.739130435,83,188,0.441489362,26,37,0.702702703,8,11,0.727272727,Herb Dean,2019,"Sacramento, California, USA",Middleweight Bout,Marvin Vettori
Josh Emmett,Mirsad Bektic,1,37,117,0.316239316,0,0,#DIV/0!,0,30,105,0.285714286,4,8,0.5,3,4,0.75,22,97,0.226804124,0,0,#DIV/0!,15,20,0.75,Jason Herzog,2019,"Sacramento, California, USA",Featherweight Bout,Josh Emmett
Julianna Pena,Nicco Montano,0,83,169,0.49112426,5,9,0.555555556,0,45,123,0.365853659,22,24,0.916666667,16,22,0.727272727,47,121,0.388429752,14,20,0.7,22,28,0.785714286,Josh Rosenthal,2019,"Sacramento, California, USA",Women's Bantamweight Bout,Julianna Pena
Mike Rodriguez,John Allan,0,125,289,0.432525952,4,6,0.666666667,3,67,211,0.317535545,32,47,0.680851064,26,31,0.838709677,98,248,0.39516129,11,18,0.611111111,16,23,0.695652174,Mike Beltran,2019,"Sacramento, California, USA",Light Heavyweight Bout,
Urijah Faber,Ricky Simon,1,15,23,0.652173913,0,0,#DIV/0!,0,11,18,0.611111111,1,1,1,3,4,0.75,7,13,0.538461538,0,0,#DIV/0!,8,10,0.8,Mike Beltran,2019,"Sacramento, California, USA",Bantamweight Bout,Urijah Faber
Germaine de Randamie,Aspen Ladd,1,4,9,0.444444444,0,0,#DIV/0!,0,3,8,0.375,1,1,1,0,0,#DIV/0!,3,8,0.375,0,0,#DIV/0!,1,1,1,Herb Dean,2019,"Sacramento, California, USA",Women's Bantamweight Bout,Germaine de Randamie
Karl Roberson,Wellington Turman,0,75,131,0.572519084,4,7,0.571428571,2,55,106,0.518867925,16,20,0.8,4,5,0.8,23,67,0.343283582,13,14,0.928571429,39,50,0.78,Blake Grice,2019,"Sacramento, California, USA",Middleweight Bout,Karl Roberson
Pingyuan Liu,Jonathan Martinez,1,59,263,0.224334601,0,0,#DIV/0!,0,34,223,0.152466368,16,28,0.571428571,9,12,0.75,55,256,0.21484375,3,6,0.5,1,1,1,Josh Rosenthal,2019,"Sacramento, California, USA",Bantamweight Bout,Jonathan Martinez
Benito Lopez,Vince Morales,1,118,279,0.422939068,0,0,#DIV/0!,0,52,177,0.293785311,18,38,0.473684211,48,64,0.75,110,264,0.416666667,2,7,0.285714286,6,8,0.75,Josh Rosenthal,2019,"Sacramento, California, USA",Bantamweight Bout,Benito Lopez
Livinha Souza,Brianna Van Buren,0,95,253,0.375494071,5,7,0.714285714,0,56,194,0.288659794,25,40,0.625,14,19,0.736842105,66,207,0.31884058,24,40,0.6,5,6,0.833333333,Jason Herzog,2019,"Sacramento, California, USA",Women's Strawweight Bout,Brianna Van Buren
Darren Elkins,Ryan Hall,2,65,209,0.311004785,0,1,0,1,23,130,0.176923077,24,47,0.510638298,18,32,0.5625,50,162,0.308641975,1,4,0.25,14,43,0.325581395,Blake Grice,2019,"Sacramento, California, USA",Featherweight Bout,Ryan Hall
Jorge Masvidal,Ben Askren,1,3,3,1,0,0,#DIV/0!,0,3,3,1,0,0,#DIV/0!,0,0,#DIV/0!,1,1,1,0,0,#DIV/0!,2,2,1,Jason Herzog,2019,"Las Vegas, Nevada, USA",Welterweight Bout,Jorge Masvidal
Marlon Vera,Nohelin Hernandez,0,32,73,0.438356164,2,3,0.666666667,1,18,46,0.391304348,5,13,0.384615385,9,14,0.642857143,14,40,0.35,2,3,0.666666667,16,30,0.533333333,Chris Tognoni,2019,"Las Vegas, Nevada, USA",Bantamweight Bout,Marlon Vera
Amanda Nunes,Holly Holm,1,28,49,0.571428571,0,1,0,0,11,27,0.407407407,6,10,0.6,11,12,0.916666667,22,41,0.536585366,3,4,0.75,3,4,0.75,Marc Goddard,2019,"Las Vegas, Nevada, USA",UFC Women's Bantamweight Title Bout,Amanda Nunes
Diego Sanchez,Michael Chiesa,0,54,78,0.692307692,6,8,0.75,0,47,70,0.671428571,1,2,0.5,6,6,1,5,10,0.5,7,12,0.583333333,42,56,0.75,Mark Smith,2019,"Las Vegas, Nevada, USA",Welterweight Bout,Michael Chiesa
Jon Jones,Thiago Santos,0,102,256,0.3984375,0,1,0,0,20,124,0.161290323,23,40,0.575,59,92,0.641304348,97,243,0.399176955,5,13,0.384615385,0,0,#DIV/0!,Herb Dean,2019,"Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Jon Jones
Gilbert Melendez,Arnold Allen,0,125,303,0.412541254,1,4,0.25,0,81,247,0.327935223,28,35,0.8,16,21,0.761904762,124,301,0.411960133,1,2,0.5,0,0,#DIV/0!,Marc Goddard,2019,"Las Vegas, Nevada, USA",Featherweight Bout,Arnold Allen
Claudia Gadelha,Randa Markos,0,65,216,0.300925926,0,1,0,0,55,195,0.282051282,4,8,0.5,6,13,0.461538462,54,194,0.278350515,11,22,0.5,0,0,#DIV/0!,Jason Herzog,2019,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Claudia Gadelha
Jan Blachowicz,Luke Rockhold,1,44,78,0.564102564,0,5,0,0,15,41,0.365853659,16,22,0.727272727,13,15,0.866666667,32,66,0.484848485,9,9,1,3,3,1,Herb Dean,2019,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Jan Blachowicz
Edmen Shahbazyan,Jack Marshman,0,13,31,0.419354839,1,1,1,1,11,29,0.379310345,1,1,1,1,1,1,3,13,0.230769231,0,0,#DIV/0!,10,18,0.555555556,Marc Goddard,2019,"Las Vegas, Nevada, USA",Middleweight Bout,Edmen Shahbazyan
Alejandro Perez,Song Yadong,1,9,34,0.264705882,0,0,#DIV/0!,0,6,26,0.230769231,1,2,0.5,2,6,0.333333333,8,33,0.242424242,0,0,#DIV/0!,1,1,1,Herb Dean,2019,"Las Vegas, Nevada, USA",Bantamweight Bout,Song Yadong
Ismail Naurdiev,Chance Rencountre,0,25,67,0.373134328,4,10,0.4,0,14,49,0.285714286,10,17,0.588235294,1,1,1,16,50,0.32,8,11,0.727272727,1,6,0.166666667,Mark Smith,2019,"Las Vegas, Nevada, USA",Welterweight Bout,Chance Rencountre
Julia Avila,Pannie Kianzad,1,82,205,0.4,1,3,0.333333333,0,56,169,0.331360947,14,22,0.636363636,12,14,0.857142857,53,162,0.327160494,24,36,0.666666667,5,7,0.714285714,Chris Tognoni,2019,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Julia Avila
Eryk Anders,Vinicius Moreira,1,13,18,0.722222222,0,5,0,0,11,15,0.733333333,1,2,0.5,1,1,1,7,11,0.636363636,2,3,0.666666667,4,4,1,Vance Swerdan,2019,"Minneapolis, Minnesota, USA",Light Heavyweight Bout,Eryk Anders
Jussier Formiga,Joseph Benavidez,1,65,163,0.398773006,1,3,0.333333333,0,42,124,0.338709677,14,24,0.583333333,9,15,0.6,59,155,0.380645161,3,4,0.75,3,4,0.75,Jason Herzog,2019,"Minneapolis, Minnesota, USA",Flyweight Bout,Joseph Benavidez
Roosevelt Roberts,Vinc Pichel,0,91,188,0.484042553,5,9,0.555555556,1,51,130,0.392307692,22,34,0.647058824,18,24,0.75,52,142,0.366197183,19,22,0.863636364,20,24,0.833333333,Travis Metteer,2019,"Minneapolis, Minnesota, USA",Lightweight Bout,Vinc Pichel
Francis Ngannou,Junior Dos Santos,1,13,25,0.52,0,0,#DIV/0!,0,6,17,0.352941176,2,2,1,5,6,0.833333333,9,18,0.5,0,0,#DIV/0!,4,7,0.571428571,Herb Dean,2019,"Minneapolis, Minnesota, USA",Heavyweight Bout,Francis Ngannou
Alonzo Menifield,Paul Craig,0,15,35,0.428571429,0,1,0,0,9,26,0.346153846,5,8,0.625,1,1,1,7,25,0.28,4,6,0.666666667,4,4,1,Herb Dean,2019,"Minneapolis, Minnesota, USA",Light Heavyweight Bout,Alonzo Menifield
Drew Dober,Marco Polo Reyes,1,21,41,0.512195122,0,1,0,0,19,35,0.542857143,0,3,0,2,3,0.666666667,16,36,0.444444444,1,1,1,4,4,1,Jason Herzog,2019,"Minneapolis, Minnesota, USA",Lightweight Bout,Drew Dober
Demian Maia,Anthony Rocco Martin,0,25,107,0.23364486,3,9,0.333333333,0,16,93,0.172043011,7,12,0.583333333,2,2,1,18,97,0.18556701,1,1,1,6,9,0.666666667,Vance Swerdan,2019,"Minneapolis, Minnesota, USA",Welterweight Bout,Demian Maia
Ricardo Ramos,Journey Newson,0,78,243,0.320987654,3,4,0.75,1,32,170,0.188235294,17,35,0.485714286,29,38,0.763157895,74,239,0.309623431,2,2,1,2,2,1,Travis Metteer,2019,"Minneapolis, Minnesota, USA",Bantamweight Bout,Ricardo Ramos
Emily Whitmire,Amanda Ribas,0,28,66,0.424242424,2,5,0.4,2,20,56,0.357142857,7,9,0.777777778,1,1,1,14,43,0.325581395,6,7,0.857142857,8,16,0.5,Vance Swerdan,2019,"Minneapolis, Minnesota, USA",Women's Strawweight Bout,Amanda Ribas
Dalcha Lungiambula,Dequan Townsend,1,45,73,0.616438356,4,6,0.666666667,0,30,53,0.566037736,13,18,0.722222222,2,2,1,15,40,0.375,4,4,1,26,29,0.896551724,Travis Metteer,2019,"Minneapolis, Minnesota, USA",Light Heavyweight Bout,Dalcha Lungiambula
Maurice Greene,Junior Albini,2,56,127,0.440944882,0,0,#DIV/0!,0,27,87,0.310344828,16,22,0.727272727,13,18,0.722222222,48,106,0.452830189,6,14,0.428571429,2,7,0.285714286,Jason Herzog,2019,"Minneapolis, Minnesota, USA",Heavyweight Bout,Maurice Greene
Jared Gordon,Dan Moret,0,82,152,0.539473684,4,8,0.5,1,54,117,0.461538462,22,28,0.785714286,6,7,0.857142857,38,81,0.469135802,20,36,0.555555556,24,35,0.685714286,Herb Dean,2019,"Minneapolis, Minnesota, USA",Lightweight Bout,Jared Gordon
Kevin Holland,Alessio Di Chirico,0,109,201,0.542288557,2,7,0.285714286,0,42,118,0.355932203,24,37,0.648648649,43,46,0.934782609,78,164,0.475609756,30,36,0.833333333,1,1,1,Blake Grice,2019,"Greenville, South Carolina, USA",Middleweight Bout,Kevin Holland
Ashley Yoder,Syuri Kondo,0,98,140,0.7,1,5,0.2,1,78,116,0.672413793,18,22,0.818181818,2,2,1,20,44,0.454545455,18,21,0.857142857,60,75,0.8,Gary Copeland,2019,"Greenville, South Carolina, USA",Women's Strawweight Bout,Ashley Yoder
Matt Wiman,Luis Pena,0,111,190,0.584210526,2,4,0.5,1,86,162,0.530864198,6,8,0.75,19,20,0.95,42,81,0.518518519,9,14,0.642857143,60,95,0.631578947,Dan Miragliotta,2019,"Greenville, South Carolina, USA",Lightweight Bout,Luis Pena
Andrea Lee,Montana De La Rosa,0,87,233,0.373390558,6,15,0.4,1,47,180,0.261111111,29,41,0.707317073,11,12,0.916666667,54,188,0.287234043,20,26,0.769230769,13,19,0.684210526,Gary Copeland,2019,"Greenville, South Carolina, USA",Women's Flyweight Bout,Andrea Lee
Renato Moicano,Chan Sung Jung,1,16,27,0.592592593,0,0,#DIV/0!,0,15,26,0.576923077,0,0,#DIV/0!,1,1,1,3,9,0.333333333,0,0,#DIV/0!,13,18,0.722222222,Blake Grice,2019,"Greenville, South Carolina, USA",Featherweight Bout,Chan Sung Jung
Bryan Barberena,Randy Brown,1,136,253,0.537549407,0,0,#DIV/0!,0,59,152,0.388157895,42,57,0.736842105,35,44,0.795454545,88,196,0.448979592,45,53,0.849056604,3,4,0.75,Dan Miragliotta,2019,"Greenville, South Carolina, USA",Welterweight Bout,Randy Brown
Dan Ige,Kevin Aguilar,1,104,229,0.454148472,2,5,0.4,0,73,185,0.394594595,22,34,0.647058824,9,10,0.9,65,176,0.369318182,11,15,0.733333333,28,38,0.736842105,Jimmy Neely,2019,"Greenville, South Carolina, USA",Featherweight Bout,Dan Ige
Andre Ewell,Anderson Dos Santos,0,108,305,0.354098361,2,9,0.222222222,0,93,281,0.330960854,8,13,0.615384615,7,11,0.636363636,101,295,0.342372881,5,5,1,2,5,0.4,Gary Copeland,2019,"Greenville, South Carolina, USA",Bantamweight Bout,Andre Ewell
Allen Crowder,Jairzinho Rozenstruik,1,4,5,0.8,0,0,#DIV/0!,0,3,4,0.75,1,1,1,0,0,#DIV/0!,1,2,0.5,0,0,#DIV/0!,3,3,1,Blake Grice,2019,"Greenville, South Carolina, USA",Heavyweight Bout,Jairzinho Rozenstruik
Ariane Lipski,Molly McCann,0,176,484,0.363636364,2,2,1,0,99,379,0.26121372,29,47,0.617021277,48,58,0.827586207,161,458,0.351528384,6,7,0.857142857,9,19,0.473684211,Jimmy Neely,2019,"Greenville, South Carolina, USA",Women's Flyweight Bout,Molly McCann
Deron Winn,Eric Spicely,0,277,591,0.468697124,0,3,0,0,215,522,0.411877395,56,63,0.888888889,6,6,1,211,508,0.415354331,66,83,0.795180723,0,0,#DIV/0!,Dan Miragliotta,2019,"Greenville, South Carolina, USA",Middleweight Bout,Deron Winn
Aljamain Sterling,Pedro Munhoz,0,279,614,0.454397394,0,7,0,0,167,409,0.408312958,65,137,0.474452555,47,68,0.691176471,274,595,0.460504202,5,19,0.263157895,0,0,#DIV/0!,Marc Goddard,2019,"Chicago, Illinois, USA",Bantamweight Bout,Aljamain Sterling
Tatiana Suarez,Nina Ansaroff,0,123,241,0.510373444,4,13,0.307692308,0,60,151,0.397350993,37,55,0.672727273,26,35,0.742857143,81,189,0.428571429,11,12,0.916666667,31,40,0.775,Robert Madrigal,2019,"Chicago, Illinois, USA",Women's Strawweight Bout,Tatiana Suarez
Tai Tuivasa,Blagoy Ivanov,1,137,267,0.513108614,2,2,1,0,104,228,0.456140351,13,15,0.866666667,20,24,0.833333333,112,237,0.47257384,19,24,0.791666667,6,6,1,Dan Miragliotta,2019,"Chicago, Illinois, USA",Heavyweight Bout,Blagoy Ivanov
Valentina Shevchenko,Jessica Eye,1,10,23,0.434782609,2,2,1,1,4,12,0.333333333,4,8,0.5,2,3,0.666666667,7,20,0.35,2,2,1,1,1,1,Robert Madrigal,2019,"Chicago, Illinois, USA",UFC Women's Flyweight Title Bout,Valentina Shevchenko
Jimmie Rivera,Petr Yan,2,129,381,0.338582677,1,6,0.166666667,0,82,311,0.263665595,28,43,0.651162791,19,27,0.703703704,102,340,0.3,19,27,0.703703704,8,14,0.571428571,Kevin MacDonald,2019,"Chicago, Illinois, USA",Bantamweight Bout,Petr Yan
Tony Ferguson,Donald Cerrone,0,172,385,0.446753247,1,1,1,0,108,296,0.364864865,40,60,0.666666667,24,29,0.827586207,171,382,0.447643979,1,3,0.333333333,0,0,#DIV/0!,Dan Miragliotta,2019,"Chicago, Illinois, USA",Lightweight Bout,Tony Ferguson
Karolina Kowalkiewicz,Alexa Grasso,0,238,601,0.396006656,0,0,#DIV/0!,1,147,475,0.309473684,60,79,0.759493671,31,47,0.659574468,202,556,0.363309353,36,45,0.8,0,0,#DIV/0!,Kevin MacDonald,2019,"Chicago, Illinois, USA",Women's Strawweight Bout,Alexa Grasso
Henry Cejudo,Marlon Moraes,0,147,290,0.506896552,1,6,0.166666667,1,108,239,0.451882845,20,24,0.833333333,19,27,0.703703704,99,234,0.423076923,21,25,0.84,27,31,0.870967742,Marc Goddard,2019,"Chicago, Illinois, USA",UFC Bantamweight Title Bout,Henry Cejudo
Yan Xiaonan,Angela Hill,0,165,393,0.419847328,2,4,0.5,1,108,309,0.349514563,32,48,0.666666667,25,36,0.694444444,139,356,0.390449438,21,32,0.65625,5,5,1,Robert Madrigal,2019,"Chicago, Illinois, USA",Women's Strawweight Bout,Yan Xiaonan
Katlyn Chookagian,Joanne Calderwood,0,194,487,0.39835729,3,6,0.5,0,74,318,0.232704403,39,67,0.582089552,81,102,0.794117647,182,467,0.389721627,10,17,0.588235294,2,3,0.666666667,Dan Miragliotta,2019,"Chicago, Illinois, USA",Women's Flyweight Bout,Katlyn Chookagian
Bevon Lewis,Darren Stewart,0,61,157,0.388535032,0,5,0,0,24,101,0.237623762,17,29,0.586206897,20,27,0.740740741,33,117,0.282051282,28,40,0.7,0,0,#DIV/0!,Marc Goddard,2019,"Chicago, Illinois, USA",Middleweight Bout,Darren Stewart
Ricardo Lamas,Calvin Kattar,1,34,70,0.485714286,0,1,0,0,13,40,0.325,15,18,0.833333333,6,12,0.5,28,63,0.444444444,2,2,1,4,5,0.8,Dan Miragliotta,2019,"Chicago, Illinois, USA",Featherweight Bout,Calvin Kattar
Eddie Wineland,Grigory Popov,2,129,321,0.401869159,0,3,0,0,72,226,0.318584071,43,78,0.551282051,14,17,0.823529412,122,311,0.392282958,3,5,0.6,4,5,0.8,Kevin MacDonald,2019,"Chicago, Illinois, USA",Bantamweight Bout,Eddie Wineland
Stevie Ray,Leonardo Santos,1,14,27,0.518518519,0,0,#DIV/0!,0,4,13,0.307692308,6,10,0.6,4,4,1,14,27,0.518518519,0,0,#DIV/0!,0,0,#DIV/0!,Marc Goddard,2019,"Stockholm, Sweden",Lightweight Bout,Leonardo Santos
Tonya Evinger,Lina Lansberg,0,56,79,0.708860759,2,6,0.333333333,0,47,69,0.68115942,9,10,0.9,0,0,#DIV/0!,5,13,0.384615385,8,11,0.727272727,43,55,0.781818182,Kevin Sataki,2019,"Stockholm, Sweden",Women's Bantamweight Bout,Lina Lansberg
Damir Hadzovic,Christos Giagos,0,71,174,0.408045977,7,14,0.5,0,48,138,0.347826087,15,28,0.535714286,8,8,1,52,136,0.382352941,11,16,0.6875,8,22,0.363636364,Rich Mitchell,2019,"Stockholm, Sweden",Lightweight Bout,Christos Giagos
Makwan Amirkhani,Chris Fishgold,0,25,79,0.316455696,1,2,0.5,1,10,51,0.196078431,4,8,0.5,11,20,0.55,22,75,0.293333333,0,0,#DIV/0!,3,4,0.75,Marc Goddard,2019,"Stockholm, Sweden",Featherweight Bout,Makwan Amirkhani
Alexander Gustafsson,Anthony Smith,0,121,255,0.474509804,1,4,0.25,1,45,141,0.319148936,19,40,0.475,57,74,0.77027027,114,245,0.465306122,0,2,0,7,8,0.875,Marc Goddard,2019,"Stockholm, Sweden",Light Heavyweight Bout,Anthony Smith
Daniel Teymur,Sung Bin Jo,0,61,146,0.417808219,2,9,0.222222222,1,35,106,0.330188679,12,15,0.8,14,25,0.56,36,109,0.330275229,16,21,0.761904762,9,16,0.5625,Rebin Saber,2019,"Stockholm, Sweden",Featherweight Bout,Daniel Teymur
Rostem Akman,Sergey Khandozhko,1,99,249,0.397590361,3,11,0.272727273,0,60,191,0.314136126,17,33,0.515151515,22,25,0.88,86,232,0.370689655,13,17,0.764705882,0,0,#DIV/0!,Leon Roberts,2019,"Stockholm, Sweden",Welterweight Bout,Sergey Khandozhko
Jimi Manuwa,Aleksandar Rakic,1,4,10,0.4,0,0,#DIV/0!,0,2,7,0.285714286,0,0,#DIV/0!,2,3,0.666666667,4,10,0.4,0,0,#DIV/0!,0,0,#DIV/0!,Kevin Sataki,2019,"Stockholm, Sweden",Light Heavyweight Bout,Aleksandar Rakic
Darko Stosic,Devin Clark,0,66,150,0.44,3,14,0.214285714,0,49,126,0.388888889,8,14,0.571428571,9,10,0.9,40,113,0.353982301,22,30,0.733333333,4,7,0.571428571,Kevin Sataki,2019,"Stockholm, Sweden",Light Heavyweight Bout,Devin Clark
Joel Alvarez,Danilo Belluardo,0,32,61,0.524590164,2,2,1,0,25,48,0.520833333,1,4,0.25,6,9,0.666666667,13,36,0.361111111,1,1,1,18,24,0.75,Rebin Saber,2019,"Stockholm, Sweden",Lightweight Bout,Joel Alvarez
Nick Hein,Frank Camacho,0,137,280,0.489285714,1,3,0.333333333,0,88,203,0.433497537,38,65,0.584615385,11,12,0.916666667,129,269,0.479553903,8,11,0.727272727,0,0,#DIV/0!,Leon Roberts,2019,"Stockholm, Sweden",Lightweight Bout,Frank Camacho
Bea Malecki,Duda Santana,0,61,177,0.344632768,3,5,0.6,2,48,153,0.31372549,7,16,0.4375,6,8,0.75,58,171,0.339181287,0,2,0,3,4,0.75,,2019,"Stockholm, Sweden",Women's Bantamweight Bout,Bea Malecki
Davi Ramos,Austin Hubbard,0,107,230,0.465217391,3,7,0.428571429,0,63,159,0.396226415,15,39,0.384615385,29,32,0.90625,81,203,0.399014778,7,8,0.875,19,19,1,Keith Peterson,2019,"Rochester, New York, USA",Lightweight Bout,Davi Ramos
Vicente Luque,Derrick Krantz,1,24,43,0.558139535,1,2,0.5,0,19,36,0.527777778,2,4,0.5,3,3,1,15,34,0.441176471,1,1,1,8,8,1,Dan Miragliotta,2019,"Rochester, New York, USA",Welterweight Bout,Vicente Luque
Rafael Dos Anjos,Kevin Lee,0,95,208,0.456730769,10,23,0.434782609,1,59,162,0.364197531,27,37,0.72972973,9,9,1,60,166,0.361445783,25,30,0.833333333,10,12,0.833333333,Dan Miragliotta,2019,"Rochester, New York, USA",Welterweight Bout,Rafael Dos Anjos
Aspen Ladd,Sijara Eubanks,0,146,289,0.505190311,5,9,0.555555556,3,117,257,0.455252918,23,26,0.884615385,6,6,1,99,222,0.445945946,26,39,0.666666667,21,28,0.75,Keith Peterson,2019,"Rochester, New York, USA",Women's Bantamweight Bout,Aspen Ladd
Desmond Green,Charles Jourdain,0,133,290,0.45862069,4,4,1,0,67,198,0.338383838,29,46,0.630434783,37,46,0.804347826,115,266,0.432330827,8,10,0.8,10,14,0.714285714,Dan Miragliotta,2019,"Rochester, New York, USA",Lightweight Bout,Desmond Green
Megan Anderson,Felicia Spencer,0,25,37,0.675675676,1,2,0.5,1,15,22,0.681818182,1,6,0.166666667,9,9,1,3,11,0.272727273,9,11,0.818181818,13,15,0.866666667,Keith Peterson,2019,"Rochester, New York, USA",Women's Featherweight Bout,Felicia Spencer
Antonio Carlos Junior,Ian Heinisch,0,54,100,0.54,5,12,0.416666667,0,36,75,0.48,3,7,0.428571429,15,18,0.833333333,24,59,0.406779661,7,9,0.777777778,23,32,0.71875,Todd Ronald Anderson,2019,"Rochester, New York, USA",Middleweight Bout,Ian Heinisch
Charles Oliveira,Nik Lentz,1,56,108,0.518518519,2,4,0.5,1,33,74,0.445945946,18,28,0.642857143,5,6,0.833333333,30,73,0.410958904,16,25,0.64,10,10,1,Todd Ronald Anderson,2019,"Rochester, New York, USA",Lightweight Bout,Charles Oliveira
Zak Cummings,Trevin Giles,1,65,164,0.396341463,0,2,0,1,31,116,0.267241379,18,28,0.642857143,16,20,0.8,57,153,0.37254902,8,11,0.727272727,0,0,#DIV/0!,Todd Ronald Anderson,2019,"Rochester, New York, USA",Middleweight Bout,Zak Cummings
Michael Trizano,Grant Dawson,0,47,97,0.484536082,3,10,0.3,1,19,62,0.306451613,19,25,0.76,9,10,0.9,31,77,0.402597403,15,17,0.882352941,1,3,0.333333333,Keith Peterson,2019,"Rochester, New York, USA",Featherweight Bout,Grant Dawson
Danny Roberts,Michel Pereira,1,8,15,0.533333333,0,0,#DIV/0!,0,4,11,0.363636364,2,2,1,2,2,1,7,14,0.5,1,1,1,0,0,#DIV/0!,Todd Ronald Anderson,2019,"Rochester, New York, USA",Welterweight Bout,Michel Pereira
Patrick Cummins,Ed Herman,1,33,68,0.485294118,1,2,0.5,0,32,65,0.492307692,0,1,0,1,2,0.5,26,57,0.456140351,5,8,0.625,2,3,0.666666667,Dan Miragliotta,2019,"Rochester, New York, USA",Light Heavyweight Bout,Ed Herman
Julio Arce,Julian Erosa,1,117,320,0.365625,1,1,1,0,84,271,0.3099631,27,41,0.658536585,6,8,0.75,110,306,0.359477124,6,13,0.461538462,1,1,1,Keith Peterson,2019,"Rochester, New York, USA",Featherweight Bout,Julio Arce
Irene Aldana,Bethe Correia,0,164,443,0.37020316,0,2,0,1,110,365,0.301369863,29,49,0.591836735,25,29,0.862068966,160,438,0.365296804,4,4,1,0,1,0,Eduardo Herdy,2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Irene Aldana
Jared Cannonier,Anderson Silva,1,25,46,0.543478261,0,0,#DIV/0!,0,6,22,0.272727273,5,7,0.714285714,14,17,0.823529412,21,41,0.512195122,4,5,0.8,0,0,#DIV/0!,Herb Dean,2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Middleweight Bout,Jared Cannonier
Rogerio Nogueira,Ryan Spann,1,19,56,0.339285714,1,2,0.5,1,17,54,0.314814815,1,1,1,1,1,1,16,53,0.301886792,0,0,#DIV/0!,3,3,1,Herb Dean,2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight Bout,Ryan Spann
Thiago Moises,Kurt Holobaugh,0,105,217,0.483870968,6,12,0.5,1,75,174,0.431034483,23,34,0.676470588,7,9,0.777777778,52,146,0.356164384,22,32,0.6875,31,39,0.794871795,Marc Goddard,2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Thiago Moises
Jose Aldo,Alexander Volkanovski,0,124,255,0.48627451,0,4,0,0,47,156,0.301282051,24,36,0.666666667,53,63,0.841269841,93,223,0.417040359,31,32,0.96875,0,0,#DIV/0!,Marc Goddard,2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Featherweight Bout,Alexander Volkanovski
Thiago Alves,Laureano Staropoli,0,112,349,0.320916905,2,4,0.5,0,64,274,0.233576642,20,41,0.487804878,28,34,0.823529412,107,340,0.314705882,5,9,0.555555556,0,0,#DIV/0!,Osiris Maia,2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Laureano Staropoli
